Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
03/09/2026 00:00,CAPITL,61757,35.14,1.16,0.00
03/09/2026 00:00,CENTRL,61754,33.31,-0.68,0.00
03/09/2026 00:00,DUNWOD,61760,35.58,1.60,0.00
03/09/2026 00:00,GENESE,61753,31.98,-2.01,0.00
03/09/2026 00:00,H Q,61844,34.02,0.03,0.00
03/09/2026 00:00,HUD VL,61758,35.31,1.32,0.00
03/09/2026 00:00,LONGIL,61762,36.09,2.11,0.00
03/09/2026 00:00,MHK VL,61756,34.36,0.37,0.00
03/09/2026 00:00,MILLWD,61759,35.45,1.46,0.00
03/09/2026 00:00,N.Y.C.,61761,35.75,1.77,0.00
03/09/2026 00:00,NORTH,61755,33.92,-0.07,0.00
03/09/2026 00:00,NPX,61845,36.17,1.26,-0.93
03/09/2026 00:00,O H,61846,29.98,-4.01,0.00
03/09/2026 00:00,PJM,61847,33.00,-0.99,0.00
03/09/2026 00:00,WEST,61752,30.08,-3.91,0.00
03/09/2026 01:00,CAPITL,61757,32.17,1.03,0.00
03/09/2026 01:00,CENTRL,61754,30.52,-0.62,0.00
03/09/2026 01:00,DUNWOD,61760,32.51,1.37,0.00
03/09/2026 01:00,GENESE,61753,29.28,-1.87,0.00
03/09/2026 01:00,H Q,61844,31.17,0.03,0.00
03/09/2026 01:00,HUD VL,61758,32.33,1.18,0.00
03/09/2026 01:00,LONGIL,61762,33.01,1.87,0.00
03/09/2026 01:00,MHK VL,61756,31.49,0.34,0.00
03/09/2026 01:00,MILLWD,61759,32.42,1.28,0.00
03/09/2026 01:00,N.Y.C.,61761,32.64,1.49,0.00
03/09/2026 01:00,NORTH,61755,31.05,-0.09,0.00
03/09/2026 01:00,NPX,61845,32.20,1.06,0.00
03/09/2026 01:00,O H,61846,27.34,-3.80,0.00
03/09/2026 01:00,PJM,61847,30.21,-0.93,0.00
03/09/2026 01:00,WEST,61752,27.50,-3.64,0.00
03/09/2026 02:00,CAPITL,61757,30.95,0.96,0.00
03/09/2026 02:00,CENTRL,61754,29.39,-0.60,0.00
03/09/2026 02:00,DUNWOD,61760,31.34,1.35,0.00
03/09/2026 02:00,GENESE,61753,28.13,-1.86,0.00
03/09/2026 02:00,H Q,61844,30.02,0.03,0.00
03/09/2026 02:00,HUD VL,61758,31.13,1.14,0.00
03/09/2026 02:00,LONGIL,61762,31.82,1.83,0.00
03/09/2026 02:00,MHK VL,61756,30.32,0.33,0.00
03/09/2026 02:00,MILLWD,61759,31.25,1.26,0.00
03/09/2026 02:00,N.Y.C.,61761,31.49,1.50,0.00
03/09/2026 02:00,NORTH,61755,29.90,-0.09,0.00
03/09/2026 02:00,NPX,61845,30.95,0.96,0.00
03/09/2026 02:00,O H,61846,26.15,-3.84,0.00
03/09/2026 02:00,PJM,61847,29.09,-0.90,0.00
03/09/2026 02:00,WEST,61752,26.36,-3.63,0.00
03/09/2026 03:00,CAPITL,61757,31.55,1.01,0.00
03/09/2026 03:00,CENTRL,61754,29.96,-0.58,0.00
03/09/2026 03:00,DUNWOD,61760,31.73,1.19,0.00
03/09/2026 03:00,GENESE,61753,28.77,-1.77,0.00
03/09/2026 03:00,H Q,61844,30.57,0.03,0.00
03/09/2026 03:00,HUD VL,61758,31.58,1.04,0.00
03/09/2026 03:00,LONGIL,61762,32.19,1.65,0.00
03/09/2026 03:00,MHK VL,61756,30.88,0.34,0.00
03/09/2026 03:00,MILLWD,61759,31.67,1.13,0.00
03/09/2026 03:00,N.Y.C.,61761,31.80,1.25,0.00
03/09/2026 03:00,NORTH,61755,30.48,-0.06,0.00
03/09/2026 03:00,NPX,61845,31.55,1.01,0.00
03/09/2026 03:00,O H,61846,26.82,-3.73,0.00
03/09/2026 03:00,PJM,61847,29.56,-0.98,0.00
03/09/2026 03:00,WEST,61752,27.00,-3.54,0.00
03/09/2026 04:00,CAPITL,61757,32.93,1.02,0.00
03/09/2026 04:00,CENTRL,61754,31.37,-0.54,0.00
03/09/2026 04:00,DUNWOD,61760,33.09,1.18,0.00
03/09/2026 04:00,GENESE,61753,30.15,-1.76,0.00
03/09/2026 04:00,H Q,61844,31.97,0.06,0.00
03/09/2026 04:00,HUD VL,61758,32.93,1.02,0.00
03/09/2026 04:00,LONGIL,61762,33.50,1.59,0.00
03/09/2026 04:00,MHK VL,61756,32.29,0.38,0.00
03/09/2026 04:00,MILLWD,61759,33.03,1.12,0.00
03/09/2026 04:00,N.Y.C.,61761,33.15,1.24,0.00
03/09/2026 04:00,NORTH,61755,31.97,0.06,0.00
03/09/2026 04:00,NPX,61845,32.90,0.99,0.00
03/09/2026 04:00,O H,61846,28.11,-3.80,0.00
03/09/2026 04:00,PJM,61847,30.89,-1.02,0.00
03/09/2026 04:00,WEST,61752,28.30,-3.61,0.00
03/09/2026 05:00,CAPITL,61757,36.78,1.31,0.00
03/09/2026 05:00,CENTRL,61754,34.72,-0.75,0.00
03/09/2026 05:00,DUNWOD,61760,36.96,1.49,0.00
03/09/2026 05:00,GENESE,61753,33.16,-2.30,0.00
03/09/2026 05:00,H Q,61844,35.54,0.07,0.00
03/09/2026 05:00,HUD VL,61758,36.71,1.24,0.00
03/09/2026 05:00,LONGIL,61762,37.35,1.88,0.00
03/09/2026 05:00,MHK VL,61756,35.96,0.50,0.00
03/09/2026 05:00,MILLWD,61759,36.89,1.42,0.00
03/09/2026 05:00,N.Y.C.,61761,37.07,1.60,0.00
03/09/2026 05:00,NORTH,61755,35.54,0.07,0.00
03/09/2026 05:00,NPX,61845,40.40,1.24,-3.69
03/09/2026 05:00,O H,61846,30.23,-5.14,0.09
03/09/2026 05:00,PJM,61847,34.09,-1.35,0.03
03/09/2026 05:00,WEST,61752,30.47,-4.89,0.10
03/09/2026 06:00,CAPITL,61757,53.03,1.99,0.00
03/09/2026 06:00,CENTRL,61754,49.89,-0.87,0.28
03/09/2026 06:00,DUNWOD,61760,53.13,2.09,0.00
03/09/2026 06:00,GENESE,61753,47.70,-2.81,0.53
03/09/2026 06:00,H Q,61844,51.14,0.10,0.00
03/09/2026 06:00,HUD VL,61758,52.77,1.74,0.00
03/09/2026 06:00,LONGIL,61762,52.93,1.89,0.00
03/09/2026 06:00,MHK VL,61756,52.06,1.02,0.00
03/09/2026 06:00,MILLWD,61759,52.93,1.89,0.00
03/09/2026 06:00,N.Y.C.,61761,53.28,2.24,0.00
03/09/2026 06:00,NORTH,61755,51.24,0.20,0.00
03/09/2026 06:00,NPX,61845,52.57,1.53,0.00
03/09/2026 06:00,O H,61846,35.00,-6.94,9.10
03/09/2026 06:00,PJM,61847,45.59,-1.99,3.45
03/09/2026 06:00,WEST,61752,35.28,-6.58,9.18
03/09/2026 07:00,CAPITL,61757,72.79,2.80,0.00
03/09/2026 07:00,CENTRL,61754,69.76,-0.98,-0.75
03/09/2026 07:00,DUNWOD,61760,73.28,3.29,0.00
03/09/2026 07:00,GENESE,61753,62.95,-3.71,3.33
03/09/2026 07:00,H Q,61844,68.29,-0.07,1.63
03/09/2026 07:00,HUD VL,61758,72.79,2.80,0.00
03/09/2026 07:00,LONGIL,61762,72.08,2.10,0.01
03/09/2026 07:00,MHK VL,61756,73.38,1.54,-1.85
03/09/2026 07:00,MILLWD,61759,73.14,3.15,0.00
03/09/2026 07:00,N.Y.C.,61761,73.49,3.50,0.00
03/09/2026 07:00,NORTH,61755,69.85,-0.14,0.00
03/09/2026 07:00,NPX,61845,70.31,1.96,1.63
03/09/2026 07:00,O H,61846,34.00,-9.38,26.61
03/09/2026 07:00,PJM,61847,54.52,-2.24,13.23
03/09/2026 07:00,WEST,61752,36.26,-8.12,25.61
03/09/2026 08:00,CAPITL,61757,55.46,1.92,0.00
03/09/2026 08:00,CENTRL,61754,53.25,-1.13,-0.83
03/09/2026 08:00,DUNWOD,61760,56.27,2.73,0.00
03/09/2026 08:00,GENESE,61753,49.81,-3.32,0.41
03/09/2026 08:00,H Q,61844,50.98,0.00,2.56
03/09/2026 08:00,HUD VL,61758,55.68,2.14,0.00
03/09/2026 08:00,LONGIL,61762,55.46,1.92,0.01
03/09/2026 08:00,MHK VL,61756,54.60,0.91,-0.15
03/09/2026 08:00,MILLWD,61759,56.11,2.57,0.00
03/09/2026 08:00,N.Y.C.,61761,56.54,3.00,0.00
03/09/2026 08:00,NORTH,61755,53.27,-0.27,0.00
03/09/2026 08:00,NPX,61845,52.80,1.82,2.56
03/09/2026 08:00,O H,61846,36.80,-7.44,9.30
03/09/2026 08:00,PJM,61847,46.37,-1.72,5.46
03/09/2026 08:00,WEST,61752,39.87,-6.53,7.14
03/09/2026 09:00,CAPITL,61757,32.88,0.89,0.00
03/09/2026 09:00,CENTRL,61754,31.08,-0.90,0.01
03/09/2026 09:00,DUNWOD,61760,33.87,1.89,0.00
03/09/2026 09:00,GENESE,61753,29.77,-2.14,0.07
03/09/2026 09:00,H Q,61844,36.21,0.03,-4.19
03/09/2026 09:00,HUD VL,61758,33.42,1.44,0.00
03/09/2026 09:00,LONGIL,61762,34.06,2.08,0.00
03/09/2026 09:00,MHK VL,61756,32.14,0.16,0.00
03/09/2026 09:00,MILLWD,61759,33.68,1.69,0.00
03/09/2026 09:00,N.Y.C.,61761,34.13,2.14,-0.01
03/09/2026 09:00,NORTH,61755,31.98,0.00,0.00
03/09/2026 09:00,NPX,61845,39.60,1.25,-6.37
03/09/2026 09:00,O H,61846,31.55,-4.51,-4.07
03/09/2026 09:00,PJM,61847,35.10,-1.02,-4.14
03/09/2026 09:00,WEST,61752,27.53,-4.32,0.13
03/09/2026 10:00,CAPITL,61757,31.02,0.73,0.00
03/09/2026 10:00,CENTRL,61754,29.32,-0.97,0.00
03/09/2026 10:00,DUNWOD,61760,32.29,2.00,0.00
03/09/2026 10:00,GENESE,61753,28.22,-2.06,0.00
03/09/2026 10:00,H Q,61844,30.32,0.03,0.00
03/09/2026 10:00,HUD VL,61758,31.77,1.48,0.00
03/09/2026 10:00,LONGIL,61762,32.71,2.42,0.00
03/09/2026 10:00,MHK VL,61756,30.29,0.00,0.00
03/09/2026 10:00,MILLWD,61759,32.05,1.76,0.00
03/09/2026 10:00,N.Y.C.,61761,32.59,2.30,0.00
03/09/2026 10:00,NORTH,61755,30.26,-0.03,0.00
03/09/2026 10:00,NPX,61845,31.53,1.24,0.00
03/09/2026 10:00,O H,61846,26.16,-4.12,0.01
03/09/2026 10:00,PJM,61847,29.47,-0.82,0.00
03/09/2026 10:00,WEST,61752,26.31,-3.97,0.01
03/09/2026 11:00,CAPITL,61757,29.52,0.69,0.00
03/09/2026 11:00,CENTRL,61754,27.77,-1.01,0.05
03/09/2026 11:00,DUNWOD,61760,30.88,2.05,0.00
03/09/2026 11:00,GENESE,61753,26.11,-2.13,0.58
03/09/2026 11:00,H Q,61844,28.83,0.00,0.00
03/09/2026 11:00,HUD VL,61758,30.36,1.53,0.00
03/09/2026 11:00,LONGIL,61762,31.20,2.36,0.00
03/09/2026 11:00,MHK VL,61756,28.80,-0.03,0.00
03/09/2026 11:00,MILLWD,61759,30.65,1.82,0.00
03/09/2026 11:00,N.Y.C.,61761,31.16,2.33,0.00
03/09/2026 11:00,NORTH,61755,28.74,-0.09,0.00
03/09/2026 11:00,NPX,61845,30.04,1.21,0.00
03/09/2026 11:00,O H,61846,23.40,-4.18,1.25
03/09/2026 11:00,PJM,61847,27.60,-0.75,0.48
03/09/2026 11:00,WEST,61752,23.75,-3.81,1.28
03/09/2026 12:00,CAPITL,61757,26.50,0.55,0.00
03/09/2026 12:00,CENTRL,61754,25.10,-0.86,0.00
03/09/2026 12:00,DUNWOD,61760,27.82,1.87,0.00
03/09/2026 12:00,GENESE,61753,23.02,-1.82,1.12
03/09/2026 12:00,H Q,61844,25.93,-0.03,0.00
03/09/2026 12:00,HUD VL,61758,27.35,1.40,0.00
03/09/2026 12:00,LONGIL,61762,28.11,2.15,0.00
03/09/2026 12:00,MHK VL,61756,25.93,-0.03,0.00
03/09/2026 12:00,MILLWD,61759,27.64,1.69,0.00
03/09/2026 12:00,N.Y.C.,61761,28.11,2.15,0.00
03/09/2026 12:00,NORTH,61755,25.75,-0.21,0.00
03/09/2026 12:00,NPX,61845,27.02,1.06,0.00
03/09/2026 12:00,O H,61846,19.30,-3.71,2.94
03/09/2026 12:00,PJM,61847,24.22,-0.65,1.09
03/09/2026 12:00,WEST,61752,19.35,-3.45,3.15
03/09/2026 13:00,CAPITL,61757,24.24,0.45,0.00
03/09/2026 13:00,CENTRL,61754,23.00,-0.78,0.01
03/09/2026 13:00,DUNWOD,61760,25.55,1.76,0.00
03/09/2026 13:00,GENESE,61753,21.48,-1.64,0.67
03/09/2026 13:00,H Q,61844,23.77,-0.02,0.00
03/09/2026 13:00,HUD VL,61758,25.12,1.33,0.00
03/09/2026 13:00,LONGIL,61762,25.81,2.02,0.00
03/09/2026 13:00,MHK VL,61756,23.74,-0.05,0.00
03/09/2026 13:00,MILLWD,61759,25.39,1.59,0.00
03/09/2026 13:00,N.Y.C.,61761,25.84,2.05,0.00
03/09/2026 13:00,NORTH,61755,23.60,-0.19,0.00
03/09/2026 13:00,NPX,61845,24.77,0.98,0.00
03/09/2026 13:00,O H,61846,18.70,-3.35,1.74
03/09/2026 13:00,PJM,61847,22.57,-0.57,0.65
03/09/2026 13:00,WEST,61752,18.77,-3.16,1.86
03/09/2026 14:00,CAPITL,61757,24.25,0.43,0.00
03/09/2026 14:00,CENTRL,61754,23.00,-0.81,0.01
03/09/2026 14:00,DUNWOD,61760,25.63,1.81,0.00
03/09/2026 14:00,GENESE,61753,21.03,-1.72,1.07
03/09/2026 14:00,H Q,61844,23.79,-0.02,0.00
03/09/2026 14:00,HUD VL,61758,25.20,1.38,0.00
03/09/2026 14:00,LONGIL,61762,25.91,2.10,0.00
03/09/2026 14:00,MHK VL,61756,23.79,-0.02,0.00
03/09/2026 14:00,MILLWD,61759,25.46,1.64,0.00
03/09/2026 14:00,N.Y.C.,61761,25.91,2.10,0.00
03/09/2026 14:00,NORTH,61755,23.63,-0.19,0.00
03/09/2026 14:00,NPX,61845,24.79,0.98,0.00
03/09/2026 14:00,O H,61846,17.60,-3.41,2.81
03/09/2026 14:00,PJM,61847,22.22,-0.55,1.05
03/09/2026 14:00,WEST,61752,17.64,-3.17,3.01
03/09/2026 15:00,CAPITL,61757,25.10,0.54,0.00
03/09/2026 15:00,CENTRL,61754,23.74,-0.81,0.01
03/09/2026 15:00,DUNWOD,61760,26.47,1.92,0.00
03/09/2026 15:00,GENESE,61753,21.33,-1.72,1.50
03/09/2026 15:00,H Q,61844,24.51,-0.05,0.00
03/09/2026 15:00,HUD VL,61758,26.03,1.47,0.00
03/09/2026 15:00,LONGIL,61762,26.87,2.31,0.00
03/09/2026 15:00,MHK VL,61756,24.53,-0.02,0.00
03/09/2026 15:00,MILLWD,61759,26.30,1.74,0.00
03/09/2026 15:00,N.Y.C.,61761,26.77,2.21,0.00
03/09/2026 15:00,NORTH,61755,24.26,-0.29,0.00
03/09/2026 15:00,NPX,61845,25.61,1.06,0.00
03/09/2026 15:00,O H,61846,17.10,-3.51,3.95
03/09/2026 15:00,PJM,61847,22.55,-0.54,1.47
03/09/2026 15:00,WEST,61752,17.04,-3.29,4.22
03/09/2026 16:00,CAPITL,61757,31.14,0.73,0.00
03/09/2026 16:00,CENTRL,61754,29.28,-0.88,0.25
03/09/2026 16:00,DUNWOD,61760,32.69,2.28,0.00
03/09/2026 16:00,GENESE,61753,25.61,-2.01,2.79
03/09/2026 16:00,H Q,61844,30.29,-0.12,0.00
03/09/2026 16:00,HUD VL,61758,32.17,1.76,0.00
03/09/2026 16:00,LONGIL,61762,33.45,3.04,0.00
03/09/2026 16:00,MHK VL,61756,30.38,-0.03,0.00
03/09/2026 16:00,MILLWD,61759,32.48,2.07,0.00
03/09/2026 16:00,N.Y.C.,61761,33.00,2.58,0.00
03/09/2026 16:00,NORTH,61755,29.92,-0.49,0.00
03/09/2026 16:00,NPX,61845,31.75,1.34,0.00
03/09/2026 16:00,O H,61846,20.24,-4.17,6.01
03/09/2026 16:00,PJM,61847,27.43,-0.67,2.31
03/09/2026 16:00,WEST,61752,20.44,-3.86,6.11
03/09/2026 17:00,CAPITL,61757,42.43,1.15,0.00
03/09/2026 17:00,CENTRL,61754,41.27,-0.99,-0.99
03/09/2026 17:00,DUNWOD,61760,44.12,2.85,0.00
03/09/2026 17:00,GENESE,61753,37.66,-2.64,0.97
03/09/2026 17:00,H Q,61844,41.11,-0.16,0.00
03/09/2026 17:00,HUD VL,61758,43.54,2.27,0.00
03/09/2026 17:00,LONGIL,61762,44.61,3.34,0.00
03/09/2026 17:00,MHK VL,61756,41.48,0.21,0.00
03/09/2026 17:00,MILLWD,61759,43.92,2.64,0.00
03/09/2026 17:00,N.Y.C.,61761,44.45,3.18,0.00
03/09/2026 17:00,NORTH,61755,40.61,-0.66,0.00
03/09/2026 17:00,NPX,61845,43.05,1.77,0.00
03/09/2026 17:00,O H,61846,29.70,-5.65,5.92
03/09/2026 17:00,PJM,61847,37.84,-0.99,2.44
03/09/2026 17:00,WEST,61752,29.79,-5.24,6.24
03/09/2026 18:00,CAPITL,61757,57.99,2.12,0.00
03/09/2026 18:00,CENTRL,61754,55.90,-0.95,-0.99
03/09/2026 18:00,DUNWOD,61760,59.21,3.35,0.00
03/09/2026 18:00,GENESE,61753,51.38,-3.35,1.14
03/09/2026 18:00,H Q,61844,55.53,-0.33,0.00
03/09/2026 18:00,HUD VL,61758,58.60,2.74,0.00
03/09/2026 18:00,LONGIL,61762,59.10,3.24,0.00
03/09/2026 18:00,MHK VL,61756,56.81,0.95,0.00
03/09/2026 18:00,MILLWD,61759,58.93,3.07,0.00
03/09/2026 18:00,N.Y.C.,61761,59.44,3.58,0.00
03/09/2026 18:00,NORTH,61755,54.52,-1.34,0.00
03/09/2026 18:00,NPX,61845,58.10,2.24,0.00
03/09/2026 18:00,O H,61846,37.14,-7.60,11.13
03/09/2026 18:00,PJM,61847,49.48,-1.51,4.88
03/09/2026 18:00,WEST,61752,37.52,-6.54,11.81
03/09/2026 19:00,CAPITL,61757,64.25,2.41,0.00
03/09/2026 19:00,CENTRL,61754,62.46,-0.99,-1.62
03/09/2026 19:00,DUNWOD,61760,65.48,3.65,0.00
03/09/2026 19:00,GENESE,61753,59.25,-3.40,-0.81
03/09/2026 19:00,H Q,61844,61.59,-0.25,0.00
03/09/2026 19:00,HUD VL,61758,64.87,3.03,0.00
03/09/2026 19:00,LONGIL,61762,65.42,3.59,0.00
03/09/2026 19:00,MHK VL,61756,63.08,1.24,-0.01
03/09/2026 19:00,MILLWD,61759,65.11,3.28,0.00
03/09/2026 19:00,N.Y.C.,61761,65.85,4.02,0.00
03/09/2026 19:00,NORTH,61755,60.85,-0.99,0.00
03/09/2026 19:00,NPX,61845,64.00,2.16,0.00
03/09/2026 19:00,O H,61846,44.25,-8.16,9.42
03/09/2026 19:00,PJM,61847,56.28,-1.67,3.89
03/09/2026 19:00,WEST,61752,44.85,-7.05,9.94
03/09/2026 20:00,CAPITL,61757,55.53,2.03,0.00
03/09/2026 20:00,CENTRL,61754,54.11,-0.80,-1.42
03/09/2026 20:00,DUNWOD,61760,56.33,2.83,0.00
03/09/2026 20:00,GENESE,61753,51.10,-3.10,-0.71
03/09/2026 20:00,H Q,61844,53.34,-0.16,0.00
03/09/2026 20:00,HUD VL,61758,55.91,2.41,0.00
03/09/2026 20:00,LONGIL,61762,56.54,3.05,0.00
03/09/2026 20:00,MHK VL,61756,54.51,1.01,-0.01
03/09/2026 20:00,MILLWD,61759,56.17,2.67,0.00
03/09/2026 20:00,N.Y.C.,61761,56.54,3.05,0.00
03/09/2026 20:00,NORTH,61755,52.80,-0.70,0.00
03/09/2026 20:00,NPX,61845,55.32,1.82,0.00
03/09/2026 20:00,O H,61846,39.01,-7.17,7.32
03/09/2026 20:00,PJM,61847,48.83,-1.60,3.06
03/09/2026 20:00,WEST,61752,39.53,-6.26,7.71
03/09/2026 21:00,CAPITL,61757,45.68,1.50,0.00
03/09/2026 21:00,CENTRL,61754,44.25,-0.75,-0.82
03/09/2026 21:00,DUNWOD,61760,46.69,2.52,0.00
03/09/2026 21:00,GENESE,61753,41.98,-2.61,-0.41
03/09/2026 21:00,H Q,61844,44.04,-0.13,0.00
03/09/2026 21:00,HUD VL,61758,46.21,2.03,0.00
03/09/2026 21:00,LONGIL,61762,46.96,2.78,0.00
03/09/2026 21:00,MHK VL,61756,45.01,0.84,0.00
03/09/2026 21:00,MILLWD,61759,46.47,2.30,0.00
03/09/2026 21:00,N.Y.C.,61761,47.01,2.83,0.00
03/09/2026 21:00,NORTH,61755,43.69,-0.48,0.00
03/09/2026 21:00,NPX,61845,45.63,1.46,0.00
03/09/2026 21:00,O H,61846,34.91,-5.88,3.39
03/09/2026 21:00,PJM,61847,41.35,-1.37,1.46
03/09/2026 21:00,WEST,61752,35.14,-5.48,3.56
03/09/2026 22:00,CAPITL,61757,39.84,1.16,0.00
03/09/2026 22:00,CENTRL,61754,38.03,-0.66,0.00
03/09/2026 22:00,DUNWOD,61760,40.69,2.01,0.00
03/09/2026 22:00,GENESE,61753,36.71,-1.97,0.00
03/09/2026 22:00,H Q,61844,38.68,0.00,0.00
03/09/2026 22:00,HUD VL,61758,40.27,1.59,0.00
03/09/2026 22:00,LONGIL,61762,41.35,2.67,0.00
03/09/2026 22:00,MHK VL,61756,39.22,0.54,0.00
03/09/2026 22:00,MILLWD,61759,40.50,1.82,0.00
03/09/2026 22:00,N.Y.C.,61761,40.96,2.28,0.00
03/09/2026 22:00,NORTH,61755,38.57,-0.12,0.00
03/09/2026 22:00,NPX,61845,39.84,1.16,0.00
03/09/2026 22:00,O H,61846,34.43,-4.26,0.00
03/09/2026 22:00,PJM,61847,37.60,-1.08,0.00
03/09/2026 22:00,WEST,61752,34.62,-4.06,0.00
03/09/2026 23:00,CAPITL,61757,35.78,1.04,0.00
03/09/2026 23:00,CENTRL,61754,34.15,-0.59,0.00
03/09/2026 23:00,DUNWOD,61760,36.34,1.60,0.00
03/09/2026 23:00,GENESE,61753,32.89,-1.84,0.00
03/09/2026 23:00,H Q,61844,34.77,0.03,0.00
03/09/2026 23:00,HUD VL,61758,36.02,1.29,0.00
03/09/2026 23:00,LONGIL,61762,36.86,2.12,0.00
03/09/2026 23:00,MHK VL,61756,35.12,0.38,0.00
03/09/2026 23:00,MILLWD,61759,36.19,1.46,0.00
03/09/2026 23:00,N.Y.C.,61761,36.54,1.81,0.00
03/09/2026 23:00,NORTH,61755,34.74,0.00,0.00
03/09/2026 23:00,NPX,61845,35.78,1.04,0.00
03/09/2026 23:00,O H,61846,31.02,-3.72,0.00
03/09/2026 23:00,PJM,61847,33.80,-0.94,0.00
03/09/2026 23:00,WEST,61752,31.23,-3.51,0.00
